Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches,-9999
538,Cristian Roldan,us USA,FWMF,Seattle,27-028,1995,13.3,460,612,75.2,8686,2361,218,253,86.2,169,228,74.1,67,100,67,4,2.7,1.3,20,40,17,12,50,Matches,48875649
539,Jhohan Romaña,co COL,DF,Austin FC,23-291,1998,0.5,16,20,80,301,84,7,7,100,7,10,70,2,2,100,0,0,0,0,0,0,0,0,Matches,4e32c2d6
540,David Romney,us USA,DF,Nashville,29-019,1993,15.4,626,777,80.6,14303,5087,153,167,91.6,337,383,88,134,221,60.6,0,0.2,-0.2,4,52,5,4,41,Matches,b7b6e781
541,Rafael Romo,ve VEN,GK,D.C. United,32-126,1990,3.5,65,102,63.7,1818,994,11,11,100,28,29,96.6,24,60,40,0,0,0,0,2,0,0,0,Matches,8827c189
542,Eloy Room,cw CUW,GK,Columbus Crew,33-145,1989,16,264,420,62.9,7531,4868,69,69,100,104,107,97.2,91,244,37.3,0,0,0,0,1,0,0,0,Matches,6b33d86b
543,Joseph Rosales,hn HON,MF,Minnesota Utd,21-237,2000,5.5,246,278,88.5,4070,1239,132,142,93,81,92,88,24,32,75,0,0,0,0,29,4,0,24,Matches,6a29d06b
544,Oriol Rosell,es ESP,MF,Sporting KC,29-359,1992,7,347,402,86.3,7568,1278,107,121,88.4,163,180,90.6,73,93,78.5,1,0.3,0.7,4,43,3,1,17,Matches,2a17ef3e
545,Keegan Rosenberry,us USA,DF,Colorado Rapids,28-202,1993,16,580,752,77.1,13126,5098,191,235,81.3,260,307,84.7,125,188,66.5,0,1.5,-1.5,17,45,20,10,48,Matches,f940c69e
546,Matheus Rossetto,br BRA,MF,Atlanta Utd,26-028,1996,10.1,659,726,90.8,12139,2911,263,282,93.3,321,340,94.4,68,79,86.1,0,0.3,-0.3,8,61,3,0,54,Matches,daf8c775
547,Paul Rothrock,us USA,FW,Toronto FC,23-173,1999,0.4,8,10,80,109,20,4,4,100,4,6,66.7,0,0,,0,0,0,0,0,0,0,1,Matches,875e8269
548,Kelyn Rowe,us USA,DFMF,Seattle,30-211,1991,8.6,387,501,77.2,7221,2852,172,191,90.1,156,194,80.4,54,100,54,0,0.1,-0.1,2,36,4,1,43,Matches,cf928adb
549,Ruan,br BRA,DF,Orlando City,27-033,1995,14.1,530,663,79.9,9120,2633,244,275,88.7,226,282,80.1,48,72,66.7,1,2,-1,9,15,8,3,37,Matches,f2665f7c
550,Rubio Rubin,us USA,FW,Real Salt Lake,26-122,1996,3.8,36,47,76.6,545,69,22,27,81.5,11,15,73.3,3,4,75,0,0.1,-0.1,2,2,1,0,3,Matches,9bad7100
551,Diego Rubio,cl CHI,FWMF,Colorado Rapids,29-047,1993,12.5,282,399,70.7,5450,1569,135,177,76.3,93,130,71.5,45,68,66.2,1,2,-1,19,36,21,1,56,Matches,3f082234
552,Raúl Ruidíaz,pe PER,FW,Seattle,31-341,1990,6.3,132,154,85.7,2045,351,68,74,91.9,48,55,87.3,9,10,90,0,0.7,-0.7,4,6,7,0,15,Matches,7a4296e1
553,Pablo Ruíz,ar ARG,MF,Real Salt Lake,23-193,1998,14.5,600,765,78.4,13688,3177,182,203,89.7,263,291,90.4,144,244,59,3,3.2,-0.2,24,68,16,1,63,Matches,7368cd70
554,Sergio Ruiz,es ESP,MF,Charlotte FC,27-197,1994,4.8,209,257,81.3,3838,872,83,99,83.8,97,109,89,24,36,66.7,2,1.5,0.5,8,9,5,0,18,Matches,1f423a54
555,Albert Rusnák,sk SVK,MF,Seattle,27-359,1994,12.6,645,755,85.4,12458,3930,265,284,93.3,276,307,89.9,97,143,67.8,0,0.5,-0.5,11,68,11,2,70,Matches,0adeafaa
556,Johnny Russell,sct SCO,FWMF,Sporting KC,32-084,1990,16.5,360,522,69,6375,1545,165,211,78.2,153,211,72.5,39,80,48.8,0,1.4,-1.4,17,23,15,0,42,Matches,a30e1562
557,Jacen Russell-Rowe,ca CAN,FW,Columbus Crew,19-291,2002,1.1,23,30,76.7,321,38,13,15,86.7,4,6,66.7,3,3,100,2,0.5,1.5,3,1,0,0,1,Matches,b33c6ed5
558,Zach Ryan,us USA,FW,NY Red Bulls,23-168,1999,0.5,10,15,66.7,124,20,5,6,83.3,3,6,50,0,1,0,0,0.1,-0.1,1,1,0,0,0,Matches,74ba46bc
559,Ryan Sailor,us USA,DF,Inter Miami,23-216,1998,5.7,208,235,88.5,4814,1296,39,45,86.7,125,131,95.4,43,56,76.8,0,0,0,0,3,0,0,2,Matches,4924d9bb
560,Carlos Salcedo,mx MEX,DF,Toronto FC,28-275,1993,11.8,592,719,82.3,13281,4825,157,173,90.8,306,338,90.5,120,195,61.5,0,0.2,-0.2,2,31,1,0,33,Matches,64c07ae1
561,Shea Salinas,us USA,FWDF,San Jose,36-007,1986,0.4,19,22,86.4,242,60,15,16,93.8,3,4,75,1,1,100,0,0,0,0,2,0,0,0,Matches,4c10838d
562,Dániel Sallói,hu HUN,FWMF,Sporting KC,25-347,1996,12.9,264,346,76.3,4148,1183,156,185,84.3,79,108,73.1,22,33,66.7,0,1.2,-1.2,11,24,9,3,27,Matches,6fcddf5f
563,Gaoussou Samaké,ci CIV,DF,D.C. United,24-239,1997,0.6,14,22,63.6,257,109,7,9,77.8,6,9,66.7,1,3,33.3,0,0,0,0,1,0,0,3,Matches,ae760cf4
564,Ilie Sánchez,es ESP,MF,Los Angeles FC,31-222,1990,16.4,763,903,84.5,14628,4916,293,325,90.2,332,371,89.5,111,162,68.5,0,1.2,-1.2,11,111,10,2,100,Matches,72979f65
565,William Sands,us USA,DF,Columbus Crew,21-360,2000,1.5,42,56,75,740,466,15,17,88.2,25,31,80.6,1,4,25,0,0.1,-0.1,1,3,1,0,3,Matches,960a4473
566,Sergio Santos Gomes,br BRA,FW,Philadelphia,27-300,1994,6.8,108,173,62.4,1500,365,67,93,72,31,55,56.4,6,13,46.2,3,3.4,-0.4,17,4,7,1,10,Matches,a930b263
567,Koa Santos,us USA,MF,Charlotte FC,22-283,1999,0.6,11,15,73.3,155,42,4,4,100,5,8,62.5,0,1,0,0,0,0,0,0,0,0,1,Matches,c09ddc5e
568,Pedro Santos,pt POR,DF,Columbus Crew,34-070,1988,13.6,658,887,74.2,13449,6181,227,263,86.3,320,408,78.4,103,194,53.1,1,1.4,-0.4,12,69,16,3,112,Matches,789da0f2
569,C.J. Sapong,us USA,FW,Nashville,33-186,1988,14.8,205,314,65.3,3039,693,123,153,80.4,60,108,55.6,14,25,56,3,2.6,0.4,15,20,8,0,29,Matches,ef4e4c5d
570,Jefferson Savarino,ve VEN,MF,Real Salt Lake,25-232,1996,2.5,61,88,69.3,1060,399,28,31,90.3,24,31,77.4,7,20,35,0,0.7,-0.7,8,2,6,1,11,Matches,91721722
571,Rodrigo Schlegel,ar ARG,DF,Orlando City,25-089,1997,10.8,442,509,86.8,9523,3328,109,113,96.5,255,271,94.1,72,112,64.3,0,0,0,1,35,1,0,25,Matches,5bb02df4
572,Tate Schmitt,us USA,DF,Real Salt Lake,25-034,1997,8.9,270,403,67,5304,1894,114,136,83.8,113,150,75.3,40,96,41.7,1,0.4,0.6,6,16,4,0,21,Matches,fa21bbc8
573,Eddie Segura,co COL,DF,Los Angeles FC,25-149,1997,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches,c70e3fe0
574,Amar Sejdic,us USA,MF,Atlanta Utd,25-214,1996,5.6,284,325,87.4,5629,1323,105,111,94.6,131,145,90.3,43,62,69.4,0,0.1,-0.1,3,25,6,1,27,Matches,43ca2019
575,Boris Sekulić,sk SVK,DF,Chicago Fire,30-253,1991,16.1,681,842,80.9,10675,5335,362,413,87.7,285,346,82.4,27,60,45,1,2,-1,21,52,24,10,73,Matches,adf26bd4
576,Brandon Servania,us USA,MF,FC Dallas,23-111,1999,10.9,379,481,78.8,6280,2112,196,227,86.3,132,165,80,35,64,54.7,3,1.7,1.3,9,39,7,3,46,Matches,4d825a2d
577,Jacob Shaffelburg,ca CAN,DF,Toronto FC,22-217,1999,6.1,229,342,67,3500,1597,131,156,84,75,121,62,14,41,34.1,1,0.1,0.9,1,20,3,1,27,Matches,339a2561
578,Xherdan Shaqiri,ch SUI,MFFW,Chicago Fire,30-264,1991,12.1,437,658,66.4,8658,3328,192,237,81,151,208,72.6,82,179,45.8,3,4,-1,40,48,34,14,68,Matches,6421ec64
579,Brek Shea,us USA,DF,Inter Miami,32-123,1990,1.6,63,77,81.8,1105,461,28,31,90.3,29,35,82.9,5,9,55.6,0,0.1,-0.1,2,8,1,1,6,Matches,adb6ae24
580,Khiry Shelton,us USA,FW,Sporting KC,29-005,1993,11.2,163,213,76.5,2184,272,95,112,84.8,54,72,75,4,4,100,0,0.5,-0.5,7,3,4,1,8,Matches,f935709c
581,Andre Shinyashiki,br BRA,FWMF,Colorado Rapids,27-020,1995,2.4,63,88,71.6,1182,314,26,37,70.3,26,35,74.3,8,12,66.7,0,0.5,-0.5,1,6,2,0,10,Matches,8c395868
582,Andre Shinyashiki,br BRA,MFFW,Charlotte FC,27-020,1995,5.6,121,181,66.9,2057,673,62,81,76.5,43,63,68.3,11,22,50,0,0.2,-0.2,3,8,5,2,24,Matches,8c395868
583,Bobby Shuttleworth,us USA,GK,Atlanta Utd,35-049,1987,6.2,168,188,89.4,3984,2210,38,38,100,92,93,98.9,38,57,66.7,0,0,0,0,0,0,0,0,Matches,4598ac94
584,Marcelo Silva,uy URU,DF,Real Salt Lake,33-102,1989,15.8,507,576,88,10214,3234,143,157,91.1,287,321,89.4,69,86,80.2,0,0,0,2,17,0,0,20,Matches,b9596515
585,Jack Skahan,us USA,MFDF,San Jose,24-144,1998,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches,9c07bdc7
586,Drew Skundrich,us USA,MF,D.C. United,26-287,1995,4.9,174,207,84.1,3447,865,61,66,92.4,85,95,89.5,25,33,75.8,0,0,0,1,14,3,0,19,Matches,51f50135
587,Gabriel Slonina,us USA,GK,Chicago Fire,18-047,2004,17,302,460,65.7,10135,6731,47,48,97.9,126,132,95.5,129,280,46.1,0,0,0,0,3,0,0,0,Matches,c55a846e
588,Brad Smith,au AUS,DF,D.C. United,28-083,1994,12.1,385,568,67.8,6415,2880,175,205,85.4,179,248,72.2,23,84,27.4,1,1.7,-0.7,11,24,12,7,48,Matches,c76c717c
589,Kimarni Smith,eng ENG,DF,D.C. United,24-109,1998,0.4,22,27,81.5,410,197,12,14,85.7,7,9,77.8,3,4,75,0,0,0,1,3,0,0,5,Matches,bbbb244b
590,Kyle Smith,us USA,DF,Orlando City,30-173,1992,6.2,236,316,74.7,4693,1864,97,110,88.2,102,124,82.3,35,73,47.9,0,0.1,-0.1,6,18,4,1,20,Matches,9e6b2ec3
591,Jan Sobociński,pl POL,DF,Charlotte FC,23-103,1999,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches,5358009d
592,Santiago Sosa,ar ARG,MF,Atlanta Utd,23-059,1999,3.6,221,247,89.5,4687,1543,89,97,91.8,83,91,91.2,45,50,90,0,0.2,-0.2,6,30,10,0,32,Matches,f080dd22
593,Ryan Spaulding,us USA,DF,New England,23-294,1998,2.1,90,123,73.2,1558,684,45,51,88.2,36,46,78.3,7,15,46.7,0,0,0,0,7,0,0,8,Matches,9fda5cd3
594,Steven Sserwadda,ug UGA,MF,NY Red Bulls,19-307,2002,0.1,6,7,85.7,80,46,5,5,100,1,2,50,0,0,,0,0,0,0,1,0,0,3,Matches,bddc8df4
595,Dayne St. Clair,ca CAN,GK,Minnesota Utd,25-053,1997,15,264,447,59.1,8773,5637,28,28,100,116,118,98.3,120,300,40,0,0,0,0,5,0,0,0,Matches,3f41d25f
596,Mason Stajduhar,us USA,GK,Orlando City,24-211,1997,1,21,27,77.8,591,403,9,9,100,4,5,80,8,13,61.5,0,0,0,0,0,0,0,0,Matches,f01df62c
597,Daniel Steres,us USA,DF,Houston Dynamo,31-232,1990,6.5,434,467,92.9,10450,3098,68,72,94.4,270,281,96.1,96,114,84.2,0,0.1,-0.1,1,14,1,0,17,Matches,17c03c76
598,Jared Stroud,us USA,MF,Austin FC,25-356,1996,0.3,2,3,66.7,54,0,0,1,0,1,1,100,1,1,100,0,0,0,0,0,0,0,0,Matches,5d018899
599,Brad Stuver,us USA,GK,Austin FC,31-076,1991,14.1,440,593,74.2,12693,7187,82,85,96.5,212,217,97.7,146,290,50.3,0,0,0,0,7,0,0,1,Matches,6a1940d5
600,Quinn Sullivan,us USA,MFFW,Philadelphia,18-096,2004,1.8,43,59,72.9,640,128,26,30,86.7,10,18,55.6,4,4,100,0,0.1,-0.1,1,2,1,0,3,Matches,92f62cfe
601,Ben Sweat,us USA,DF,Sporting KC,30-300,1991,6.4,289,375,77.1,5374,2240,138,154,89.6,109,139,78.4,40,77,51.9,1,0.4,0.6,3,16,1,1,18,Matches,6937b1ac
602,Karol Świderski,pl POL,FW,Charlotte FC,25-159,1997,13.1,196,281,69.8,3404,730,95,119,79.8,75,107,70.1,24,42,57.1,1,0.6,0.4,8,14,8,1,18,Matches,41723204
603,Ismael Tajouri-Shradi,ly LBY,FWMF,Los Angeles FC,28-095,1994,1.8,60,76,78.9,950,248,36,41,87.8,20,26,76.9,4,8,50,0,0.4,-0.4,4,3,4,2,6,Matches,ef4249ff
604,Andrew Tarbell,us USA,GK,Austin FC,28-267,1993,2.9,110,131,84,2541,1515,30,30,100,62,63,98.4,18,37,48.6,0,0,0,0,0,0,0,0,Matches,c5487a34
605,D.J. Taylor,us USA,DF,Minnesota Utd,24-309,1997,8.6,296,390,75.9,5479,2727,143,166,86.1,121,154,78.6,31,65,47.7,1,0.5,0.5,7,21,7,6,31,Matches,ed4dc7f4
606,Robert Taylor,fi FIN,MFFW,Inter Miami,27-253,1994,11.2,284,367,77.4,4639,1221,157,184,85.3,91,116,78.4,26,45,57.8,0,0.8,-0.8,13,24,10,0,35,Matches,1fc0973f
607,Russell Teibert,ca CAN,MF,Vancouver,29-191,1992,11.4,333,406,82,5764,1324,153,167,91.6,136,156,87.2,36,64,56.3,0,0.4,-0.4,6,25,3,2,18,Matches,674befe9
608,Carlos Terán,co COL,DF,Chicago Fire,21-280,2000,5,141,205,68.8,3481,1211,40,51,78.4,56,68,82.4,44,81,54.3,0,0,0,0,8,1,0,9,Matches,324509e2
609,Dylan Teves,us USA,FW,Seattle,22-048,2000,0.2,5,6,83.3,116,31,1,2,50,3,3,100,1,1,100,0,0,0,0,1,0,0,2,Matches,f68ed3ba
610,Thiago,br BRA,FW,NYCFC,21-243,2000,7.4,176,222,79.3,2944,727,88,106,83,68,84,81,15,20,75,1,0.9,0.1,7,12,10,1,23,Matches,6adb0b79
611,Kosi Thompson,ca CAN,DFMF,Toronto FC,19-155,2003,11.4,401,506,79.2,6141,2042,214,244,87.7,157,197,79.7,20,41,48.8,1,1.1,-0.1,9,19,8,1,25,Matches,517bef8b
612,Tommy Thompson,us USA,DF,San Jose,26-320,1995,3.7,197,227,86.8,3075,1053,104,113,92,76,87,87.4,12,15,80,0,0,0,1,18,5,1,17,Matches,5f6c69d8
613,Anton Tinnerholm,se SWE,DF,NYCFC,31-125,1991,0.5,30,35,85.7,499,180,16,17,94.1,11,14,78.6,3,3,100,0,0,0,0,0,2,2,1,Matches,0fe96099
614,John Tolkin,us USA,DF,NY Red Bulls,19-335,2002,15.7,479,688,69.6,9215,3873,202,238,84.9,204,276,73.9,66,149,44.3,1,0.7,0.3,10,42,15,5,48,Matches,5e88c524
615,Nouhou Tolo,cm CMR,DF,Seattle,25-008,1997,12.4,497,591,84.1,8398,2190,241,263,91.6,199,230,86.5,44,75,58.7,1,0.4,0.6,3,24,4,2,24,Matches,0796512f
616,Facundo Torres,uy URU,FW,Orlando City,22-079,2000,14.1,502,636,78.9,7911,2429,273,302,90.4,173,216,80.1,37,82,45.1,3,2.1,0.9,19,49,28,3,67,Matches,4de3b2c0
617,Jairo Torres,mx MEX,FWMF,Chicago Fire,21-361,2000,1.8,41,53,77.4,667,210,24,28,85.7,11,16,68.8,6,9,66.7,0,0,0,1,6,3,1,6,Matches,7ed56490
618,Joaquín Torres,ar ARG,MFFW,CF Montréal,25-154,1997,9.2,206,272,75.7,3968,1079,104,125,83.2,60,77,77.9,40,60,66.7,1,1.5,-0.5,12,17,6,1,23,Matches,c82dcb70
619,Dantouma Toure,gn GUI,FW,Colorado Rapids,18-019,2004,0,1,1,100,9,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches,b5d2014f
620,Mason Toye,us USA,FWMF,CF Montréal,23-258,1998,0.8,17,21,81,223,1,12,14,85.7,5,7,71.4,0,0,,0,0,0,0,0,0,0,0,Matches,0aa41f67
621,Wil Trapp,us USA,MF,Minnesota Utd,29-167,1993,13,516,611,84.5,10393,2860,188,213,88.3,232,254,91.3,86,125,68.8,0,0.1,-0.1,3,39,3,2,40,Matches,9bf9391c
622,Daniel Trejo,us USA,FW,Los Angeles FC,24-063,1998,0.2,3,6,50,31,0,2,2,100,1,4,25,0,0,,0,0,0,0,0,0,0,0,Matches,1312c534
623,Auston Trusty,us USA,DF,Colorado Rapids,23-323,1998,15,596,735,81.1,12581,4186,190,203,93.6,298,347,85.9,101,168,60.1,0,0.4,-0.4,2,47,6,2,34,Matches,cddf767b
624,Niko Tsakiris,us USA,MF,San Jose,17-012,2005,0.5,17,19,89.5,248,79,10,11,90.9,6,6,100,1,2,50,0,0,0,0,3,0,0,2,Matches,cb501677
625,Bill Tuiloma,nz NZL,DF,Portland Timbers,27-096,1995,14.2,571,691,82.6,13420,4606,150,170,88.2,276,300,92,142,215,66,1,0.4,0.6,2,44,5,2,29,Matches,bf547c54
626,Matt Turner,us USA,GK,New England,28-007,1994,5,135,165,81.8,3842,2072,21,21,100,70,70,100,44,74,59.5,0,0,0,0,1,0,0,0,Matches,4a51ba65
627,Ema Twumasi,gh GHA,DF,FC Dallas,25-044,1997,10.7,470,563,83.5,7893,2087,243,263,92.4,187,207,90.3,38,76,50,1,0.3,0.7,4,20,13,2,33,Matches,9ca4b140
628,Marinos Tzionis,cy CYP,FWMF,Sporting KC,20-350,2001,5.3,156,198,78.8,2205,568,102,120,85,43,55,78.2,7,14,50,0,0.5,-0.5,4,8,4,0,16,Matches,b004076a
629,Mikael Uhre,dk DEN,FW,Philadelphia,27-274,1994,6.3,65,107,60.7,982,319,36,50,72,23,36,63.9,3,8,37.5,1,1.3,-0.3,6,5,7,3,12,Matches,be84c466
630,Þorleifur Úlfarsson,is ISL,FWMF,Houston Dynamo,21-186,2000,6.3,76,108,70.4,1165,238,44,57,77.2,24,34,70.6,5,8,62.5,1,0.6,0.4,5,4,1,1,4,Matches,7e1046fa
631,Victor Ulloa,us USA,MFDF,Inter Miami,30-119,1992,2.2,109,132,82.6,1891,536,49,53,92.5,52,62,83.9,8,13,61.5,1,0.7,0.3,3,9,1,0,4,Matches,e7056f05
632,Maximiliano Urruti,ar ARG,FW,Austin FC,31-129,1991,12.9,147,185,79.5,2312,466,83,96,86.5,44,49,89.8,13,18,72.2,0,0.7,-0.7,6,11,6,1,15,Matches,6c8fb474
633,Júnior Urso,br BRA,MFFW,Orlando City,33-113,1989,13.9,483,570,84.7,8451,1998,233,261,89.3,190,214,88.8,51,69,73.9,2,0.9,1.1,8,45,7,1,49,Matches,b40424f1
634,Jhojan Valencia,co COL,MF,Austin FC,25-339,1996,3,132,169,78.1,2704,721,51,55,92.7,53,70,75.7,24,37,64.9,1,0,1,1,15,4,0,14,Matches,3fbe573e
635,Zarek Valentin,pr PUR,DF,Houston Dynamo,30-329,1991,1.4,75,90,83.3,1351,390,29,31,93.5,40,42,95.2,6,15,40,0,0,0,1,4,0,0,4,Matches,f0d23e7b
636,Gustavo Vallecilla,ec ECU,DF,Colorado Rapids,23-034,1999,1.4,45,55,81.8,1113,382,11,15,73.3,22,25,88,12,13,92.3,0,0,0,1,1,1,1,1,Matches,2ce88662
637,José Van Rankin,mx MEX,DF,Portland Timbers,29-048,1993,13.8,574,680,84.4,9815,3726,290,314,92.4,226,264,85.6,51,88,58,0,0.8,-0.8,6,46,11,3,50,Matches,09ce2ebe
638,Kerwin Vargas,co COL,MFFW,Charlotte FC,20-180,2002,0.7,22,33,66.7,372,85,11,14,78.6,10,12,83.3,1,4,25,0,0.2,-0.2,1,1,1,0,1,Matches,758de7b4
639,Obed Vargas,us USA,MF,Seattle,16-330,2005,9.5,344,407,84.5,5718,1211,175,193,90.7,136,151,90.1,24,43,55.8,0,0.4,-0.4,8,32,2,0,27,Matches,9cc1fde4
640,Indiana Vassilev,us USA,FWMF,Inter Miami,21-135,2001,3.8,94,114,82.5,1776,406,46,50,92,31,34,91.2,16,24,66.7,0,0.4,-0.4,4,11,3,0,12,Matches,04e195ee
641,Brandon Vazquez,us USA,FW,FC Cincinnati,23-260,1998,14.8,234,337,69.4,3957,532,121,155,78.1,67,107,62.6,30,39,76.9,4,2.1,1.9,15,7,2,0,16,Matches,c570cf22
642,Víctor Vázquez,es ESP,MFFW,LA Galaxy,35-162,1987,5.9,357,426,83.8,6798,2259,159,168,94.6,139,158,88,52,86,60.5,0,1.1,-1.1,14,44,19,3,50,Matches,6c564d36
643,Carlos Vela,mx MEX,FWMF,Los Angeles FC,33-122,1989,13.8,453,621,72.9,8558,3295,202,236,85.6,174,208,83.7,68,131,51.9,5,4,1,45,41,30,3,88,Matches,e0cd04e0
644,Alan Velasco,ar ARG,FW,FC Dallas,19-339,2002,9.6,216,302,71.5,4176,1189,94,126,74.6,76,96,79.2,38,64,59.4,2,1.5,0.5,17,23,12,3,31,Matches,16349210
645,Matías Vera,ar ARG,MF,Houston Dynamo,26-248,1995,12.6,554,599,92.5,11913,2936,175,186,94.1,253,272,93,116,127,91.3,0,0.2,-0.2,4,54,5,1,50,Matches,fe529f25
646,Ranko Veselinović,rs SRB,DF,Vancouver,23-099,1999,15.9,449,534,84.1,11220,2554,64,77,83.1,274,296,92.6,107,157,68.2,0,0.5,-0.5,4,10,2,0,16,Matches,366609b6
647,Pedro Vite,ec ECU,MF,Vancouver,20-114,2002,3.5,134,167,80.2,2233,737,61,70,87.1,57,70,81.4,13,20,65,0,0.5,-0.5,8,15,3,0,19,Matches,9c146b36
648,Robert Voloder,ba BIH,DF,Sporting KC,21-053,2001,5.4,291,333,87.4,6739,2360,70,75,93.3,158,165,95.8,60,87,69,0,0,0,0,21,2,0,21,Matches,33d9d789
649,Nikola Vujnović,me MNE,FW,Sporting KC,25-171,1997,3.7,56,83,67.5,803,64,34,47,72.3,16,21,76.2,3,4,75,0,0.3,-0.3,4,2,1,0,2,Matches,128d62ba
650,Kai Wagner,de GER,DF,Philadelphia,25-136,1997,17,583,875,66.6,13674,6137,173,208,83.2,262,344,76.2,143,304,47,2,3.7,-1.7,36,49,19,12,60,Matches,fdc715d9
651,Anton Walkes,eng ENG,DF,Charlotte FC,25-143,1997,4.6,297,329,90.3,5671,1521,91,95,95.8,174,182,95.6,25,42,59.5,0,0,0,0,13,0,0,7,Matches,8a062bba
652,Rémi Walter,fr FRA,MF,Sporting KC,27-066,1995,17.2,687,799,86,13272,2193,296,329,90,277,298,93,109,155,70.3,1,1,0,18,56,3,1,40,Matches,0984c5d5
653,Victor Wanyama,ke KEN,MF,CF Montréal,31-006,1991,15.4,657,767,85.7,12551,3373,251,276,90.9,318,359,88.6,81,118,68.6,1,1.1,-0.1,12,67,7,1,62,Matches,e0900238
654,Collen Warner,us USA,MF,Colorado Rapids,34-007,1988,2.6,79,102,77.5,1627,550,26,33,78.8,41,50,82,11,17,64.7,0,0.1,-0.1,3,11,1,0,14,Matches,75babbce
655,Taylor Washington,us USA,DFMF,Nashville,28-319,1993,4.5,122,179,68.2,2528,903,47,54,87,51,72,70.8,24,50,48,1,0.6,0.4,5,8,10,9,12,Matches,480d3bcc
656,Joel Waterman,ca CAN,DF,CF Montréal,26-158,1996,14.8,776,887,87.5,16124,5665,258,272,94.9,389,419,92.8,124,184,67.4,0,0,0,0,59,3,0,44,Matches,47ddcc22
657,Quentin Westberg,us USA,GK,Toronto FC,36-067,1986,3,77,130,59.2,2435,1484,10,10,100,32,32,100,34,87,39.1,0,0,0,0,1,0,0,0,Matches,5480ae05
658,Brian White,us USA,FW,Vancouver,26-148,1996,7.9,95,144,66,1435,248,56,81,69.1,34,48,70.8,4,7,57.1,0,0.6,-0.6,4,5,6,0,9,Matches,54c948de
659,Caleb Wiley,us USA,DFFW,Atlanta Utd,17-191,2004,5.2,185,239,77.4,3344,868,77,91,84.6,87,107,81.3,18,28,64.3,0,1.2,-1.2,8,9,7,4,16,Matches,64796fe0
660,Derrick Williams,ie IRL,DF,LA Galaxy,29-165,1993,11.1,568,662,85.8,12494,3690,159,175,90.9,296,320,92.5,111,159,69.8,1,0.6,0.4,3,42,1,1,32,Matches,c0a28fbd
661,Josh Williams,us USA,DF,Columbus Crew,34-074,1988,6.6,259,292,88.7,5675,2138,73,77,94.8,130,138,94.2,52,72,72.2,1,0.3,0.7,2,18,1,0,10,Matches,06098bfc
662,Thomas Williams,us USA,DF,Orlando City,17-320,2004,2,85,97,87.6,1599,451,24,25,96,55,60,91.7,5,10,50,0,0,0,0,4,0,0,3,Matches,d46d1cdd
663,Eryk Williamson,us USA,MFFW,Portland Timbers,25-020,1997,5.6,172,218,78.9,3169,940,77,93,82.8,63,75,84,27,42,64.3,3,1.7,1.3,9,7,5,0,23,Matches,e0364352
664,Joe Willis,us USA,GK,Nashville,33-325,1988,16,342,494,69.2,11676,8116,71,72,98.6,116,121,95.9,154,299,51.5,1,0.1,0.9,1,6,0,0,0,Matches,467f09c8
665,Danny Wilson,sct SCO,DF,Colorado Rapids,30-186,1991,10.5,508,595,85.4,13400,5357,107,115,93,235,251,93.6,166,226,73.5,1,0.2,0.8,3,53,6,0,34,Matches,9cfe9254
666,Owen Wolff,us USA,FWMF,Austin FC,17-183,2004,5.4,130,159,81.8,2073,423,61,73,83.6,60,66,90.9,5,14,35.7,1,1.3,-0.3,9,3,8,2,14,Matches,9edc70d6
667,Tyler Wolff,us USA,FWMF,Atlanta Utd,19-138,2003,2.8,58,77,75.3,1252,338,19,24,79.2,27,34,79.4,11,16,68.8,0,0.2,-0.2,3,3,0,0,6,Matches,0985c282
668,Bobby Wood,us USA,FW,Real Salt Lake,29-228,1992,10.9,153,194,78.9,2236,341,92,107,86,45,58,77.6,11,17,64.7,1,0.3,0.7,3,11,2,0,11,Matches,9853983f
669,Darren Yapi,us USA,FW,Colorado Rapids,17-224,2004,0,0,2,0,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,Matches,63abd734
670,William Yarbrough,us USA,GK,Colorado Rapids,33-103,1989,15.5,334,453,73.7,9887,6300,72,72,100,124,125,99.2,122,240,50.8,0,0,0,0,8,0,0,0,Matches,ec646e88
671,Dru Yearwood,eng ENG,MF,NY Red Bulls,22-134,2000,10.8,266,356,74.7,5063,1772,103,131,78.6,131,155,84.5,28,56,50,0,0.5,-0.5,7,37,10,0,47,Matches,2eb09121
672,Steffen Yeattes,ca CAN,MF,Toronto FC,22-178,2000,0.4,9,12,75,117,14,6,6,100,3,5,60,0,0,,0,0,0,0,2,0,0,0,Matches,bf89f7a7
673,Yaw Yeboah,gh GHA,FW,Columbus Crew,25-095,1997,8.1,152,217,70,2455,726,77,102,75.5,60,74,81.1,10,24,41.7,1,2.6,-1.6,11,9,13,2,21,Matches,36292031
