ID,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG2,xA3,xG+xA,npxG4,npxG+xA5
532,Abraham Rodriguez,us USA,GK,Colorado Rapids,19-347,2002,1,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,Brian Rodríguez,uy URU,FW,Los Angeles FC,22-042,2000,10,8,649,7.2,2,3,2,0,0,1,0,0.28,0.42,0.69,0.28,0.69,2.3,2.3,1.5,3.7,0.32,0.2,0.52,0.32,0.52
534,Emerson Rodríguez,co COL,MFFW,Inter Miami,21-310,2000,10,0,190,2.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.04,0.04,0,0.04
535,Memo Rodriguez,us USA,MFFW,Houston Dynamo,26-186,1995,17,11,933,10.4,0,1,0,0,0,5,0,0,0.1,0.1,0,0.1,0.9,0.9,1.3,2.3,0.09,0.13,0.22,0.09,0.22
536,Santiago Rodríguez,uy URU,MFFW,NYCFC,22-174,2000,15,14,1137,12.6,2,5,2,0,0,5,0,0.16,0.4,0.55,0.16,0.55,2.7,2.7,2.6,5.2,0.21,0.2,0.41,0.21,0.41
537,Alex Roldan,sv SLV,DF,Seattle,25-338,1996,15,13,1194,13.3,1,3,1,0,0,4,1,0.08,0.23,0.3,0.08,0.3,0.1,0.1,2.2,2.4,0.01,0.17,0.18,0.01,0.18
538,Cristian Roldan,us USA,FWMF,Seattle,27-028,1995,15,12,1195,13.3,3,4,3,0,0,0,0,0.23,0.3,0.53,0.23,0.53,2.7,2.7,2.7,5.4,0.2,0.21,0.41,0.2,0.41
539,David Romney,us USA,DF,Nashville,29-019,1993,16,16,1386,15.4,2,0,2,0,0,1,0,0.13,0,0.13,0.13,0.13,1.5,1.5,0.2,1.7,0.1,0.02,0.11,0.1,0.11
540,Rafael Romo,ve VEN,GK,D.C. United,32-126,1990,4,3,312,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Eloy Room,cw CUW,GK,Columbus Crew,33-145,1989,16,16,1440,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Joseph Rosales,hn HON,MF,Minnesota Utd,21-237,2000,12,4,498,5.5,0,0,0,0,0,4,1,0,0,0,0,0,0.1,0.1,0,0.1,0.03,0,0.03,0.03,0.03
543,Oriol Rosell,es ESP,MF,Sporting KC,29-359,1992,10,10,630,7,0,1,0,0,0,4,1,0,0.14,0.14,0,0.14,0.2,0.2,0.3,0.5,0.02,0.05,0.07,0.02,0.07
544,Keegan Rosenberry,us USA,DF,Colorado Rapids,28-202,1993,16,16,1440,16,0,0,0,0,0,3,0,0,0,0,0,0,0.5,0.5,1.5,2,0.03,0.1,0.13,0.03,0.13
545,Matheus Rossetto,br BRA,MF,Atlanta Utd,26-028,1996,12,10,819,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.7,0.05,0.03,0.08,0.05,0.08
546,Paul Rothrock,us USA,FW,Toronto FC,23-173,1999,2,0,34,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,Kelyn Rowe,us USA,DFMF,Seattle,30-211,1991,15,8,778,8.6,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.02,0.01,0.03,0.02,0.03
548,Ruan,br BRA,DF,Orlando City,27-033,1995,15,15,1272,14.1,2,1,2,0,0,2,0,0.14,0.07,0.21,0.14,0.21,0.6,0.6,2,2.6,0.04,0.14,0.18,0.04,0.18
549,Rubio Rubin,us USA,FW,Real Salt Lake,26-122,1996,10,2,338,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.1,0.9,0.23,0.02,0.25,0.23,0.25
550,Diego Rubio,cl CHI,FWMF,Colorado Rapids,29-047,1993,14,13,1124,12.5,7,1,6,1,1,6,1,0.56,0.08,0.64,0.48,0.56,6.5,5.7,2,7.8,0.52,0.16,0.68,0.46,0.62
551,Raúl Ruidíaz,pe PER,FW,Seattle,31-341,1990,8,6,565,6.3,5,0,4,1,1,0,0,0.8,0,0.8,0.64,0.64,3.5,2.8,0.7,3.5,0.56,0.11,0.68,0.44,0.56
552,Pablo Ruíz,ar ARG,MF,Real Salt Lake,23-193,1998,15,15,1301,14.5,1,3,0,1,1,5,0,0.07,0.21,0.28,0,0.21,2.8,2.1,3.2,5.3,0.2,0.22,0.42,0.14,0.37
553,Sergio Ruiz,es ESP,MF,Charlotte FC,27-197,1994,13,4,421,4.7,0,2,0,0,0,0,0,0,0.43,0.43,0,0.43,0.3,0.3,1.5,1.8,0.07,0.31,0.39,0.07,0.39
554,Albert Rusnák,sk SVK,MF,Seattle,27-359,1994,15,13,1135,12.6,1,0,1,0,0,1,0,0.08,0,0.08,0.08,0.08,1.3,1.3,0.5,1.8,0.1,0.04,0.14,0.1,0.14
555,Johnny Russell,sct SCO,FWMF,Sporting KC,32-084,1990,17,17,1489,16.5,5,0,4,1,1,4,0,0.3,0,0.3,0.24,0.24,3.9,3.1,1.4,4.6,0.24,0.09,0.32,0.19,0.28
556,Jacen Russell-Rowe,ca CAN,FW,Columbus Crew,19-291,2002,3,1,101,1.1,0,2,0,0,0,1,0,0,1.78,1.78,0,1.78,0.1,0.1,0.5,0.6,0.07,0.44,0.51,0.07,0.51
557,Zach Ryan,us USA,FW,NY Red Bulls,23-168,1999,6,0,43,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0.1,0.6,1.22,0.14,1.36,1.22,1.36
558,Ryan Sailor,us USA,DF,Inter Miami,23-216,1998,6,5,512,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.03,0,0.03,0.03,0.03
559,Carlos Salcedo,mx MEX,DF,Toronto FC,28-275,1993,12,12,1063,11.8,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0.2,0.2,0,0.01,0.02,0,0.02
560,Shea Salinas,us USA,FWDF,San Jose,36-007,1986,4,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Dániel Sallói,hu HUN,FWMF,Sporting KC,25-347,1996,13,13,1160,12.9,4,0,4,0,0,0,1,0.31,0,0.31,0.31,0.31,3.2,3.2,1.2,4.3,0.25,0.09,0.34,0.25,0.34
562,Gaoussou Samaké,ci CIV,DF,D.C. United,24-239,1997,2,0,50,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,Ilie Sánchez,es ESP,MF,Los Angeles FC,31-222,1990,17,16,1474,16.4,1,0,1,0,0,4,0,0.06,0,0.06,0.06,0.06,0.4,0.4,1.2,1.6,0.02,0.08,0.1,0.02,0.1
564,William Sands,us USA,DF,Columbus Crew,21-360,2000,4,0,134,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0.02,0.04,0.06,0.02,0.06
565,Sergio Santos Gomes,br BRA,FW,Philadelphia,27-300,1994,11,8,608,6.8,1,3,1,0,0,2,0,0.15,0.44,0.59,0.15,0.59,2.1,2.1,3.4,5.4,0.31,0.5,0.81,0.31,0.81
566,Koa Santos,us USA,MF,Charlotte FC,22-283,1999,1,1,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,Pedro Santos,pt POR,DF,Columbus Crew,34-070,1988,15,15,1222,13.6,1,1,1,0,0,3,0,0.07,0.07,0.15,0.07,0.15,0.6,0.6,1.4,2,0.04,0.1,0.15,0.04,0.15
568,C.J. Sapong,us USA,FW,Nashville,33-186,1988,17,16,1328,14.8,5,3,5,0,0,3,0,0.34,0.2,0.54,0.34,0.54,5.2,5.2,2.6,7.8,0.35,0.18,0.53,0.35,0.53
569,Jefferson Savarino,ve VEN,MF,Real Salt Lake,25-232,1996,4,2,223,2.5,1,0,1,0,0,0,0,0.4,0,0.4,0.4,0.4,0.4,0.4,0.7,1,0.14,0.27,0.42,0.14,0.42
570,Rodrigo Schlegel,ar ARG,DF,Orlando City,25-089,1997,14,10,976,10.8,1,0,1,0,0,6,1,0.09,0,0.09,0.09,0.09,0.7,0.7,0,0.7,0.06,0,0.06,0.06,0.06
571,Tate Schmitt,us USA,DF,Real Salt Lake,25-034,1997,13,9,798,8.9,2,1,2,0,0,4,0,0.23,0.11,0.34,0.23,0.34,0.5,0.5,0.4,0.9,0.06,0.04,0.1,0.06,0.1
572,Eddie Segura,co COL,DF,Los Angeles FC,25-149,1997,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,Amar Sejdic,us USA,MF,Atlanta Utd,25-214,1996,9,6,436,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.3,0.02,0.03,0.05,0.02,0.05
574,Boris Sekulić,sk SVK,DF,Chicago Fire,30-253,1991,17,16,1448,16.1,0,1,0,0,0,3,0,0,0.06,0.06,0,0.06,0.5,0.5,2,2.5,0.03,0.12,0.15,0.03,0.15
575,Brandon Servania,us USA,MF,FC Dallas,23-111,1999,15,12,977,10.9,2,3,2,0,0,5,1,0.18,0.28,0.46,0.18,0.46,1.3,1.3,1.7,3,0.12,0.15,0.27,0.12,0.27
576,Jacob Shaffelburg,ca CAN,DF,Toronto FC,22-217,1999,10,6,548,6.1,0,1,0,0,0,1,0,0,0.16,0.16,0,0.16,0.7,0.7,0.1,0.7,0.11,0.01,0.12,0.11,0.12
577,Xherdan Shaqiri,ch SUI,MFFW,Chicago Fire,30-264,1991,13,13,1089,12.1,3,3,1,2,2,2,0,0.25,0.25,0.5,0.08,0.33,2.9,1.4,4,5.4,0.24,0.33,0.57,0.12,0.45
578,Brek Shea,us USA,DF,Inter Miami,32-123,1990,3,2,147,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1,0.1,0,0.07,0.07,0,0.07
579,Khiry Shelton,us USA,FW,Sporting KC,29-005,1993,13,11,1008,11.2,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1.6,0.5,2.1,0.15,0.05,0.19,0.15,0.19
580,Andre Shinyashiki,br BRA,FWMF,Colorado Rapids,27-020,1995,8,2,216,2.4,1,0,1,0,0,1,0,0.42,0,0.42,0.42,0.42,0.9,0.9,0.5,1.4,0.37,0.19,0.56,0.37,0.56
581,Andre Shinyashiki,br BRA,MFFW,Charlotte FC,27-020,1995,6,5,411,4.6,3,0,3,0,0,1,0,0.66,0,0.66,0.66,0.66,2,2,0.2,2.2,0.44,0.04,0.49,0.44,0.49
582,Bobby Shuttleworth,us USA,GK,Atlanta Utd,35-049,1987,7,6,558,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,Marcelo Silva,uy URU,DF,Real Salt Lake,33-102,1989,16,16,1424,15.8,2,0,2,0,0,4,0,0.13,0,0.13,0.13,0.13,1.2,1.2,0,1.3,0.08,0,0.08,0.08,0.08
584,Jack Skahan,us USA,MFDF,San Jose,24-144,1998,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Drew Skundrich,us USA,MF,D.C. United,26-287,1995,13,4,442,4.9,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0.01,0.03,0.02,0.03
586,Gabriel Slonina,us USA,GK,Chicago Fire,18-047,2004,17,17,1530,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Brad Smith,au AUS,DF,D.C. United,28-083,1994,14,14,1090,12.1,0,1,0,0,0,2,0,0,0.08,0.08,0,0.08,0.6,0.6,1.7,2.3,0.05,0.14,0.19,0.05,0.19
588,Kimarni Smith,eng ENG,DF,D.C. United,24-109,1998,4,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.04,0.08,0.05,0.08
589,Kyle Smith,us USA,DF,Orlando City,30-173,1992,13,5,562,6.2,1,0,1,0,0,3,0,0.16,0,0.16,0.16,0.16,0.3,0.3,0.1,0.4,0.04,0.02,0.06,0.04,0.06
590,Jan Sobociński,pl POL,DF,Charlotte FC,23-103,1999,2,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,Santiago Sosa,ar ARG,MF,Atlanta Utd,23-059,1999,6,3,325,3.6,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.02,0.07,0.09,0.02,0.09
592,Ryan Spaulding,us USA,DF,New England,23-294,1998,4,2,189,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
593,Dayne St. Clair,ca CAN,GK,Minnesota Utd,25-053,1997,15,15,1350,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,Mason Stajduhar,us USA,GK,Orlando City,24-211,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,Daniel Steres,us USA,DF,Houston Dynamo,31-232,1990,8,6,585,6.5,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0.5,0.1,0.6,0.08,0.02,0.09,0.08,0.09
596,Jared Stroud,us USA,MF,Austin FC,25-356,1996,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,Brad Stuver,us USA,GK,Austin FC,31-076,1991,14,14,1178,13.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,Quinn Sullivan,us USA,MFFW,Philadelphia,18-096,2004,7,1,159,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.05,0.05,0,0.05
599,Ben Sweat,us USA,DF,Sporting KC,30-300,1991,9,7,579,6.4,0,1,0,0,0,1,0,0,0.16,0.16,0,0.16,0.3,0.3,0.4,0.7,0.04,0.06,0.1,0.04,0.1
600,Karol Świderski,pl POL,FW,Charlotte FC,25-159,1997,13,13,1093,12.1,4,1,4,0,0,0,0,0.33,0.08,0.41,0.33,0.41,3.2,3.2,0.6,3.8,0.26,0.05,0.31,0.26,0.31
601,Ismael Tajouri-Shradi,ly LBY,FWMF,Los Angeles FC,28-095,1994,5,0,160,1.8,2,0,2,0,0,0,0,1.13,0,1.13,1.13,1.13,0.6,0.6,0.4,1,0.33,0.23,0.56,0.33,0.56
602,Andrew Tarbell,us USA,GK,Austin FC,28-267,1993,3,2,262,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,D.J. Taylor,us USA,DF,Minnesota Utd,24-309,1997,11,8,770,8.6,1,1,1,0,0,2,0,0.12,0.12,0.23,0.12,0.23,0.1,0.1,0.5,0.6,0.01,0.06,0.07,0.01,0.07
604,Robert Taylor,fi FIN,MFFW,Inter Miami,27-253,1994,15,11,1005,11.2,2,0,2,0,0,0,0,0.18,0,0.18,0.18,0.18,2.4,2.4,0.8,3.1,0.21,0.07,0.28,0.21,0.28
605,Russell Teibert,ca CAN,MF,Vancouver,29-191,1992,14,12,1029,11.4,0,0,0,0,0,3,0,0,0,0,0,0,0.6,0.6,0.4,1,0.05,0.03,0.08,0.05,0.08
606,Carlos Terán,co COL,DF,Chicago Fire,21-280,2000,8,5,452,5,1,0,1,0,0,3,0,0.2,0,0.2,0.2,0.2,0.6,0.6,0,0.6,0.11,0,0.11,0.11,0.11
607,Dylan Teves,us USA,FW,Seattle,22-048,2000,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,Thiago,br BRA,FW,NYCFC,21-243,2000,15,7,667,7.4,4,1,4,0,0,1,0,0.54,0.13,0.67,0.54,0.67,3.9,3.9,0.9,4.8,0.53,0.13,0.65,0.53,0.65
609,Kosi Thompson,ca CAN,DFMF,Toronto FC,19-155,2003,15,12,1022,11.4,1,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,0.5,0.5,1.1,1.6,0.04,0.1,0.14,0.04,0.14
610,Tommy Thompson,us USA,DF,San Jose,26-320,1995,11,2,337,3.7,1,0,1,0,0,0,0,0.27,0,0.27,0.27,0.27,1.2,1.2,0,1.2,0.31,0.01,0.32,0.31,0.32
611,Anton Tinnerholm,se SWE,DF,NYCFC,31-125,1991,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0.09,0.09
612,John Tolkin,us USA,DF,NY Red Bulls,19-335,2002,15,15,1319,14.7,0,1,0,0,0,3,0,0,0.07,0.07,0,0.07,1.1,1.1,0.7,1.8,0.07,0.05,0.12,0.07,0.12
613,Nouhou Tolo,cm CMR,DF,Seattle,25-008,1997,14,12,1113,12.4,0,1,0,0,0,3,0,0,0.08,0.08,0,0.08,0.1,0.1,0.4,0.5,0.01,0.03,0.04,0.01,0.04
614,Facundo Torres,uy URU,FW,Orlando City,22-079,2000,16,15,1267,14.1,2,3,2,0,0,0,0,0.14,0.21,0.36,0.14,0.36,2.1,2.1,2.1,4.2,0.15,0.15,0.3,0.15,0.3
615,Jairo Torres,mx MEX,FWMF,Chicago Fire,21-361,2000,4,1,165,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.3,0.14,0.02,0.16,0.14,0.16
616,Joaquín Torres,ar ARG,MFFW,CF Montréal,25-154,1997,14,10,830,9.2,3,1,3,0,0,3,0,0.33,0.11,0.43,0.33,0.43,1.8,1.8,1.5,3.3,0.19,0.16,0.35,0.19,0.35
617,Dantouma Toure,gn GUI,FW,Colorado Rapids,18-019,2004,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,Mason Toye,us USA,FWMF,CF Montréal,23-258,1998,2,1,75,0.8,2,0,2,0,0,0,0,2.4,0,2.4,2.4,2.4,1.2,1.2,0,1.2,1.41,0,1.41,1.41,1.41
619,Wil Trapp,us USA,MF,Minnesota Utd,29-167,1993,14,14,1173,13,0,0,0,0,0,9,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,0.01,0.01,0,0.01
620,Daniel Trejo,us USA,FW,Los Angeles FC,24-063,1998,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,Auston Trusty,us USA,DF,Colorado Rapids,23-323,1998,15,15,1349,15,0,0,0,0,0,5,1,0,0,0,0,0,1,1,0.4,1.4,0.07,0.03,0.09,0.07,0.09
622,Niko Tsakiris,us USA,MF,San Jose,17-012,2005,2,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.11,0,0.11,0.11,0.11
623,Bill Tuiloma,nz NZL,DF,Portland Timbers,27-096,1995,16,14,1275,14.2,5,1,5,0,0,5,1,0.35,0.07,0.42,0.35,0.42,3,3,0.4,3.4,0.21,0.03,0.24,0.21,0.24
624,Matt Turner,us USA,GK,New England,28-007,1994,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,Ema Twumasi,gh GHA,DF,FC Dallas,25-044,1997,16,11,964,10.7,0,1,0,0,0,3,0,0,0.09,0.09,0,0.09,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04
626,Marinos Tzionis,cy CYP,FWMF,Sporting KC,20-350,2001,15,2,473,5.3,1,0,1,0,0,0,0,0.19,0,0.19,0.19,0.19,0.7,0.7,0.5,1.2,0.13,0.1,0.23,0.13,0.23
627,Mikael Uhre,dk DEN,FW,Philadelphia,27-274,1994,10,7,568,6.3,3,1,3,0,0,0,0,0.48,0.16,0.63,0.48,0.63,3.2,3.2,1.3,4.5,0.51,0.21,0.72,0.51,0.72
628,Þorleifur Úlfarsson,is ISL,FWMF,Houston Dynamo,21-186,2000,17,5,565,6.3,2,1,2,0,0,3,0,0.32,0.16,0.48,0.32,0.48,3.5,3.5,0.6,4.1,0.56,0.09,0.65,0.56,0.65
629,Victor Ulloa,us USA,MFDF,Inter Miami,30-119,1992,7,2,197,2.2,0,1,0,0,0,0,0,0,0.46,0.46,0,0.46,0.6,0.6,0.7,1.3,0.28,0.31,0.59,0.28,0.59
630,Maximiliano Urruti,ar ARG,FW,Austin FC,31-129,1991,16,15,1164,12.9,5,0,5,0,0,3,0,0.39,0,0.39,0.39,0.39,3.1,3.1,0.7,3.8,0.24,0.05,0.3,0.24,0.3
631,Júnior Urso,br BRA,MFFW,Orlando City,33-113,1989,17,14,1251,13.9,2,2,2,0,0,2,0,0.14,0.14,0.29,0.14,0.29,3.4,3.4,0.9,4.4,0.24,0.07,0.31,0.24,0.31
632,Jhojan Valencia,co COL,MF,Austin FC,25-339,1996,9,2,272,3,0,1,0,0,0,4,0,0,0.33,0.33,0,0.33,0,0,0,0,0,0.01,0.01,0,0.01
633,Zarek Valentin,pr PUR,DF,Houston Dynamo,30-329,1991,2,1,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02
634,Gustavo Vallecilla,ec ECU,DF,Colorado Rapids,23-034,1999,5,1,123,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.03,0.02,0.05,0.03,0.05
635,José Van Rankin,mx MEX,DF,Portland Timbers,29-048,1993,15,15,1238,13.8,0,0,0,0,0,8,2,0,0,0,0,0,0.3,0.3,0.8,1.1,0.02,0.06,0.08,0.02,0.08
636,Kerwin Vargas,co COL,MF,Charlotte FC,20-180,2002,2,0,51,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.43,0.29,0.72,0.43,0.72
637,Obed Vargas,us USA,MF,Seattle,16-330,2005,13,10,851,9.5,0,0,0,0,0,5,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0.02,0.04,0.06,0.02,0.06
638,Indiana Vassilev,us USA,FWMF,Inter Miami,21-135,2001,7,4,339,3.8,2,0,2,0,0,1,0,0.53,0,0.53,0.53,0.53,1.3,1.3,0.4,1.7,0.35,0.09,0.45,0.35,0.45
639,Brandon Vazquez,us USA,FW,FC Cincinnati,23-260,1998,16,15,1332,14.8,8,4,8,0,0,1,0,0.54,0.27,0.81,0.54,0.81,6.8,6.8,2.1,9,0.46,0.14,0.6,0.46,0.6
640,Víctor Vázquez,es ESP,MFFW,LA Galaxy,35-162,1987,11,8,532,5.9,0,0,0,0,0,1,0,0,0,0,0,0,1.2,1.2,1.1,2.2,0.2,0.18,0.38,0.2,0.38
641,Carlos Vela,mx MEX,FWMF,Los Angeles FC,33-122,1989,16,14,1245,13.8,6,5,4,2,2,1,0,0.43,0.36,0.8,0.29,0.65,5.4,3.8,4,7.8,0.39,0.29,0.68,0.28,0.57
642,Alan Velasco,ar ARG,FW,FC Dallas,19-339,2002,12,10,865,9.6,2,2,2,0,0,4,0,0.21,0.21,0.42,0.21,0.42,1.2,1.2,1.5,2.7,0.12,0.16,0.28,0.12,0.28
643,Matías Vera,ar ARG,MF,Houston Dynamo,26-248,1995,14,14,1135,12.6,0,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0.2,0.7,0.04,0.02,0.06,0.04,0.06
644,Ranko Veselinović,rs SRB,DF,Vancouver,23-099,1999,16,16,1430,15.9,1,0,1,0,0,3,0,0.06,0,0.06,0.06,0.06,0.7,0.7,0.5,1.2,0.05,0.03,0.07,0.05,0.07
645,Pedro Vite,ec ECU,MF,Vancouver,20-114,2002,10,3,311,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0.15,0.15,0,0.15
646,Robert Voloder,ba BIH,DF,Sporting KC,21-053,2001,7,5,483,5.4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,Nikola Vujnović,me MNE,FW,Sporting KC,25-171,1997,9,4,334,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1,0.2,0.07,0.27,0.2,0.27
648,Kai Wagner,de GER,DF,Philadelphia,25-136,1997,17,17,1530,17,0,2,0,0,0,4,0,0,0.12,0.12,0,0.12,0.6,0.6,3.7,4.3,0.04,0.22,0.25,0.04,0.25
649,Anton Walkes,eng ENG,DF,Charlotte FC,25-143,1997,6,4,321,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.08,0,0.08,0.08,0.08
650,Rémi Walter,fr FRA,MF,Sporting KC,27-066,1995,18,18,1551,17.2,2,1,2,0,0,2,0,0.12,0.06,0.17,0.12,0.17,0.5,0.5,1,1.5,0.03,0.06,0.09,0.03,0.09
651,Victor Wanyama,ke KEN,MF,CF Montréal,31-006,1991,16,16,1384,15.4,0,1,0,0,0,6,0,0,0.07,0.07,0,0.07,0.5,0.5,1.1,1.7,0.04,0.07,0.11,0.04,0.11
652,Collen Warner,us USA,MF,Colorado Rapids,34-007,1988,6,2,237,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.03,0.03,0,0.03
653,Taylor Washington,us USA,DFMF,Nashville,28-319,1993,8,4,401,4.5,0,1,0,0,0,1,0,0,0.22,0.22,0,0.22,0,0,0.6,0.7,0,0.14,0.15,0,0.15
654,Joel Waterman,ca CAN,DF,CF Montréal,26-158,1996,15,15,1336,14.8,2,0,2,0,0,7,0,0.13,0,0.13,0.13,0.13,1.9,1.9,0,1.9,0.13,0,0.13,0.13,0.13
655,Quentin Westberg,us USA,GK,Toronto FC,36-067,1986,3,3,270,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,Brian White,us USA,FW,Vancouver,26-148,1996,12,8,713,7.9,2,0,2,0,0,1,0,0.25,0,0.25,0.25,0.25,1.8,1.8,0.6,2.4,0.23,0.07,0.3,0.23,0.3
657,Caleb Wiley,us USA,DFFW,Atlanta Utd,17-191,2004,8,4,375,4.2,1,0,1,0,0,0,0,0.24,0,0.24,0.24,0.24,1.2,1.2,1.2,2.4,0.3,0.28,0.58,0.3,0.58
658,Derrick Williams,ie IRL,DF,LA Galaxy,29-165,1993,13,11,997,11.1,0,1,0,0,0,4,0,0,0.09,0.09,0,0.09,0.6,0.6,0.6,1.2,0.06,0.06,0.11,0.06,0.11
659,Josh Williams,us USA,DF,Columbus Crew,34-074,1988,10,6,591,6.6,0,1,0,0,0,0,0,0,0.15,0.15,0,0.15,0.2,0.2,0.3,0.5,0.04,0.05,0.08,0.04,0.08
660,Thomas Williams,us USA,DF,Orlando City,17-320,2004,4,2,181,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,Eryk Williamson,us USA,MFFW,Portland Timbers,25-020,1997,11,6,505,5.6,0,3,0,0,0,4,0,0,0.53,0.53,0,0.53,0.1,0.1,1.7,1.8,0.01,0.3,0.32,0.01,0.32
662,Joe Willis,us USA,GK,Nashville,33-325,1988,16,16,1440,16,0,1,0,0,0,0,0,0,0.06,0.06,0,0.06,0,0,0.1,0.1,0,0,0,0,0
663,Danny Wilson,sct SCO,DF,Colorado Rapids,30-186,1991,11,11,945,10.5,0,1,0,0,0,3,0,0,0.1,0.1,0,0.1,0.8,0.8,0.2,0.9,0.07,0.02,0.09,0.07,0.09
664,Owen Wolff,us USA,FWMF,Austin FC,17-183,2004,9,5,409,4.5,0,1,0,0,0,1,0,0,0.22,0.22,0,0.22,0.3,0.3,1.3,1.5,0.06,0.28,0.34,0.06,0.34
665,Tyler Wolff,us USA,FWMF,Atlanta Utd,19-138,2003,5,4,253,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,0.1,0.05,0.15,0.1,0.15
