Performance,Performance,Performance,Performance,Performance,Performance,,,,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
661,Josh Williams,us USA,DF,Columbus Crew,34-075,1988,6.6,0,0,0,1,1,0,0,13,3,0,0,0,47,14,13,51.9,Matches,06098bfc
662,Thomas Williams,us USA,DF,Orlando City,17-321,2004,2.0,1,0,0,7,0,0,0,1,2,0,0,0,11,4,6,40.0,Matches,d46d1cdd
663,Eryk Williamson,us USA,MFFW,Portland Timbers,25-021,1997,5.6,4,0,0,18,8,0,4,7,7,0,0,0,45,7,9,43.8,Matches,e0364352
664,Joe Willis,us USA,GK,Nashville,33-326,1988,16.0,0,0,0,1,2,0,0,0,0,0,1,0,61,0,0,,Matches,467f09c8
665,Danny Wilson,sct SCO,DF,Colorado Rapids,30-187,1991,10.5,3,0,0,16,5,1,0,9,9,0,0,0,98,29,19,60.4,Matches,9cfe9254
666,Owen Wolff,us USA,FWMF,Austin FC,17-184,2004,5.4,1,0,0,10,8,1,12,6,5,0,0,0,30,2,13,13.3,Matches,9edc70d6
667,Tyler Wolff,us USA,FWMF,Atlanta Utd,19-139,2003,2.8,0,0,0,2,7,1,0,4,1,0,0,0,18,1,2,33.3,Matches,0985c282
668,Bobby Wood,us USA,FW,Real Salt Lake,29-229,1992,10.9,0,0,0,14,19,4,3,3,6,0,0,0,34,25,51,32.9,Matches,9853983f
669,Darren Yapi,us USA,FW,Colorado Rapids,17-225,2004,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,Matches,63abd734
670,William Yarbrough,us USA,GK,Colorado Rapids,33-104,1989,15.5,3,0,0,1,2,0,0,0,0,0,1,0,82,0,0,,Matches,ec646e88
671,Dru Yearwood,eng ENG,MF,NY Red Bulls,22-135,2000,10.8,4,0,0,20,9,0,1,26,21,0,0,0,123,7,6,53.8,Matches,2eb09121
672,Steffen Yeattes,ca CAN,MF,Toronto FC,22-179,2000,0.4,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,,Matches,bf89f7a7
673,Yaw Yeboah,gh GHA,FW,Columbus Crew,25-096,1997,8.1,1,0,0,7,16,1,20,4,13,0,0,0,51,5,11,31.3,Matches,36292031
674,DeAndre Yedlin,us USA,DF,Inter Miami,28-358,1993,15.3,4,0,0,15,11,0,25,26,16,1,0,0,110,13,9,59.1,Matches,ae0a7ddf
675,Griffin Yow,us USA,MFFW,D.C. United,19-280,2002,3.0,1,0,0,9,9,1,3,0,4,0,0,0,22,2,4,33.3,Matches,ddd5cf39
676,Jackson Yueill,us USA,MFDF,San Jose,25-105,1997,13.7,1,0,0,18,16,0,5,27,13,0,2,0,129,10,13,43.5,Matches,7dce16bf
677,Gyasi Zardes,us USA,FW,Colorado Rapids,30-303,1991,6.4,0,0,0,3,11,6,1,2,1,0,0,0,17,12,23,34.3,Matches,09ae7f92
678,Gyasi Zardes,us USA,FW,Columbus Crew,30-303,1991,2.3,0,0,0,2,8,1,4,0,1,0,0,0,10,6,10,37.5,Matches,09ae7f92
679,Eriq Zavaleta,sv SLV,DF,LA Galaxy,29-334,1992,0.7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,60.0,Matches,edbfbb3f
680,Sean Zawadzki,us USA,MF,Columbus Crew,22-072,2000,1.7,0,0,0,1,1,0,1,7,2,0,0,0,9,1,1,50.0,Matches,380ee265
681,Zeca,br BRA,DF,Houston Dynamo,28-047,1994,8.6,2,0,0,5,7,1,30,14,14,0,0,0,56,7,11,38.9,Matches,c816eea6
682,Gedion Zelalem,us USA,MF,NYCFC,25-157,1997,0.9,1,0,0,2,2,0,0,3,0,0,0,0,13,1,0,100.0,Matches,b15ac68f
683,Lucas Zelarayán,am ARM,MFFW,Columbus Crew,30-012,1992,10.3,1,0,0,16,41,1,36,16,7,0,0,0,53,4,12,25.0,Matches,3ce30893
684,Walker Zimmerman,us USA,DF,Nashville,29-044,1993,13.5,3,0,0,13,6,0,1,24,16,0,0,0,137,61,30,67.0,Matches,220fa883
685,Rida Zouhir,ca CAN,MF,CF Montréal,18-221,2003,1.3,1,0,0,2,0,0,1,1,2,0,0,0,15,1,1,50.0,Matches,e1e65f24
686,Ethan Zubak,us USA,FW,Nashville,24-078,1998,1.2,2,0,0,4,1,0,2,0,0,0,0,0,2,5,9,35.7,Matches,9f39b6cf
687,Dario Župarić,ba BIH,DF,Portland Timbers,30-060,1992,10.4,3,0,0,8,9,0,0,16,3,0,0,0,93,24,15,61.5,Matches,c6f99e42
688,Graham Zusi,us USA,DF,Sporting KC,35-318,1986,12.0,1,0,0,12,18,0,26,28,7,0,0,0,125,15,11,57.7,Matches,9ba42447
689,Róbert Þorkelsson,is ISL,DFMF,CF Montréal,20-090,2002,0.8,0,0,0,1,3,0,0,2,1,0,0,0,9,2,1,66.7,Matches,0eb8ad80
