Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches,-9999
527,Damien Rivera,us USA,FWMF,New England,19-206,2002,2.8,134,4,16,67,59,10,130,1,2,50.0,2,0,103,511,341,18,3,0,6,6,120,101,84.2,21,Matches,2822f3dd
528,Nigel Robertha,nl NED,FWMF,D.C. United,24-139,1998,4.8,158,0,6,74,87,30,155,6,16,37.5,6,1,120,565,291,17,2,5,14,9,221,126,57.0,41,Matches,a94bad97
529,Miles Robinson,us USA,DF,Atlanta Utd,25-110,1997,7.3,500,63,253,270,7,6,484,0,0,,0,0,313,1560,849,21,0,0,4,2,335,332,99.1,1,Matches,782a95d9
530,Robbie Robinson,us USA,FWMF,Inter Miami,23-197,1998,5.4,224,2,44,98,109,21,214,17,24,70.8,18,0,184,1289,872,48,12,7,8,7,219,170,77.6,16,Matches,e0dae99f
531,Harrison Robledo,us USA,MFDF,FC Cincinnati,20-144,2002,0.5,35,0,7,20,10,1,34,0,1,0.0,0,0,20,119,82,4,1,0,0,0,18,16,88.9,0,Matches,1f36ce15
532,Abraham Rodriguez,us USA,GK,Colorado Rapids,19-348,2002,0.5,10,9,10,0,0,0,8,0,0,,0,0,4,22,10,0,0,0,0,0,3,3,100.0,0,Matches,c7e14787
533,Brian Rodríguez,uy URU,FW,Los Angeles FC,22-043,2000,7.2,331,0,26,124,220,52,327,17,52,32.7,21,4,287,1424,984,53,14,14,29,28,367,259,70.6,69,Matches,c86041d7
534,Emerson Rodríguez,co COL,MFFW,Inter Miami,21-311,2000,2.1,124,4,24,50,69,10,119,13,25,52.0,13,3,106,503,349,16,7,2,11,7,120,94,78.3,17,Matches,09e5ae16
535,Memo Rodriguez,us USA,MFFW,Houston Dynamo,26-187,1995,10.4,543,23,121,258,206,21,511,12,17,70.6,12,2,368,1979,1081,45,13,3,15,12,428,378,88.3,36,Matches,fc6c6b2b
536,Santiago Rodríguez,uy URU,MFFW,NYCFC,22-175,2000,12.6,783,5,101,380,373,46,715,22,42,52.4,24,4,577,3017,1701,86,36,7,31,37,679,570,83.9,85,Matches,86dff811
537,Alex Roldan,sv SLV,DF,Seattle,25-339,1996,13.3,972,45,303,440,274,17,867,9,16,56.3,10,0,601,2372,1115,44,19,6,8,10,675,641,95.0,28,Matches,1255a82a
538,Cristian Roldan,us USA,FWMF,Seattle,27-029,1995,13.3,776,21,122,375,326,59,764,15,26,57.7,15,3,536,2736,1549,80,28,11,28,22,713,587,82.3,89,Matches,48875649
539,Jhohan Romaña,co COL,DF,Austin FC,23-292,1998,0.5,23,3,16,6,2,1,23,0,0,,0,0,19,45,12,0,1,0,0,0,18,18,100.0,0,Matches,4e32c2d6
540,David Romney,us USA,DF,Nashville,29-020,1993,15.4,898,108,475,388,74,14,831,1,1,100.0,1,0,510,2286,1153,27,6,0,1,1,587,573,97.6,1,Matches,b7b6e781
541,Rafael Romo,ve VEN,GK,D.C. United,32-127,1990,3.5,114,95,111,3,0,0,78,0,0,,0,0,52,264,156,0,0,0,1,0,37,37,100.0,0,Matches,8827c189
542,Eloy Room,cw CUW,GK,Columbus Crew,33-146,1989,16.0,450,411,448,2,0,0,296,1,1,100.0,1,0,193,828,380,0,0,0,0,0,167,166,99.4,0,Matches,6b33d86b
543,Joseph Rosales,hn HON,MF,Minnesota Utd,21-238,2000,5.5,365,12,118,186,86,8,360,7,9,77.8,7,0,263,1178,533,14,5,1,11,12,248,227,91.5,8,Matches,6a29d06b
544,Oriol Rosell,es ESP,MF,Sporting KC,29-360,1992,7.0,461,26,131,286,66,3,445,2,3,66.7,2,0,285,1078,374,8,5,0,1,4,331,324,97.9,5,Matches,2a17ef3e
545,Keegan Rosenberry,us USA,DF,Colorado Rapids,28-203,1993,16.0,891,68,321,398,220,21,768,8,15,53.3,8,1,510,2283,1157,47,14,2,14,4,576,534,92.7,33,Matches,f940c69e
546,Matheus Rossetto,br BRA,MF,Atlanta Utd,26-029,1996,10.1,825,36,250,496,141,13,807,11,14,78.6,11,0,658,3341,1540,64,19,3,9,19,682,645,94.6,23,Matches,daf8c775
547,Paul Rothrock,us USA,FW,Toronto FC,23-174,1999,0.4,16,0,2,9,7,1,15,0,1,0.0,0,0,11,107,74,4,2,0,1,0,19,12,63.2,4,Matches,875e8269
548,Kelyn Rowe,us USA,DFMF,Seattle,30-212,1991,8.6,597,26,171,319,136,5,529,11,21,52.4,13,1,355,1485,793,32,8,1,9,6,377,354,93.9,6,Matches,cf928adb
549,Ruan,br BRA,DF,Orlando City,27-034,1995,14.1,775,35,210,303,317,35,651,5,22,22.7,8,1,502,2965,1619,73,22,10,23,12,565,492,87.1,60,Matches,f2665f7c
550,Rubio Rubin,us USA,FW,Real Salt Lake,26-123,1996,3.8,69,3,7,32,32,7,66,1,1,100.0,1,0,47,217,90,4,0,2,7,2,111,50,45.0,15,Matches,9bad7100
551,Diego Rubio,cl CHI,FWMF,Colorado Rapids,29-048,1993,12.5,540,19,58,281,233,59,510,11,14,78.6,12,1,355,1961,934,60,22,7,20,17,541,408,75.4,106,Matches,3f082234
552,Raúl Ruidíaz,pe PER,FW,Seattle,31-342,1990,6.3,216,2,16,103,111,28,202,6,14,42.9,8,2,153,612,322,19,6,3,12,8,270,168,62.2,50,Matches,7a4296e1
553,Pablo Ruíz,ar ARG,MF,Real Salt Lake,23-194,1998,14.5,927,14,197,545,240,7,844,13,17,76.5,14,0,611,2776,1180,44,16,0,12,15,568,528,93.0,16,Matches,7368cd70
554,Sergio Ruiz,es ESP,MF,Charlotte FC,27-198,1994,4.8,319,12,66,171,107,13,296,9,18,50.0,12,0,233,1140,619,26,7,3,12,6,241,220,91.3,23,Matches,1f423a54
555,Albert Rusnák,sk SVK,MF,Seattle,27-360,1994,12.6,839,20,181,513,224,15,775,14,21,66.7,14,1,601,3436,1752,75,22,5,8,11,667,627,94.0,29,Matches,0adeafaa
556,Johnny Russell,sct SCO,FWMF,Sporting KC,32-085,1990,16.5,751,27,108,294,420,86,725,22,50,44.0,26,3,533,3473,2027,117,37,20,36,30,683,551,80.7,86,Matches,a30e1562
557,Jacen Russell-Rowe,ca CAN,FW,Columbus Crew,19-292,2002,1.1,51,0,4,22,26,9,49,2,4,50.0,2,0,36,120,55,2,0,0,8,0,44,37,84.1,9,Matches,b33c6ed5
558,Zach Ryan,us USA,FW,NY Red Bulls,23-169,1999,0.5,27,0,1,10,17,6,27,3,3,100.0,3,0,18,61,33,2,1,1,4,1,37,21,56.8,4,Matches,74ba46bc
559,Ryan Sailor,us USA,DF,Inter Miami,23-217,1998,5.7,317,104,242,81,6,4,315,0,0,,0,0,174,819,416,5,2,0,0,0,202,196,97.0,2,Matches,4924d9bb
560,Carlos Salcedo,mx MEX,DF,Toronto FC,28-276,1993,11.8,838,161,517,334,27,3,802,2,5,40.0,2,0,514,2970,1201,27,4,1,2,2,531,523,98.5,3,Matches,64c07ae1
561,Shea Salinas,us USA,FWDF,San Jose,36-008,1986,0.4,28,0,8,15,8,0,26,0,2,0.0,1,0,15,92,43,1,0,0,0,0,16,13,81.3,3,Matches,4c10838d
562,Dániel Sallói,hu HUN,FWMF,Sporting KC,25-348,1996,12.9,508,9,58,198,291,53,499,17,39,43.6,21,4,387,1661,1097,51,17,9,38,20,572,402,70.3,85,Matches,6fcddf5f
563,Gaoussou Samaké,ci CIV,DF,D.C. United,24-240,1997,0.6,36,2,19,6,11,0,31,0,0,,0,0,16,71,22,0,0,0,0,2,12,12,100.0,1,Matches,ae760cf4
564,Ilie Sánchez,es ESP,MF,Los Angeles FC,31-223,1990,16.4,1048,56,307,616,193,16,1009,6,10,60.0,6,0,583,3108,1535,51,18,1,8,8,705,676,95.9,22,Matches,72979f65
565,William Sands,us USA,DF,Columbus Crew,21-361,2000,1.5,76,8,28,31,23,2,60,1,2,50.0,1,1,37,296,188,4,3,1,0,2,36,35,97.2,1,Matches,960a4473
566,Sergio Santos Gomes,br BRA,FW,Philadelphia,27-301,1994,6.8,286,4,19,93,184,51,282,7,19,36.8,9,0,176,870,438,18,3,5,32,17,309,201,65.0,69,Matches,a930b263
567,Koa Santos,us USA,MF,Charlotte FC,22-284,1999,0.6,27,4,13,11,4,0,25,0,2,0.0,0,0,16,36,12,0,0,0,5,0,24,16,66.7,1,Matches,c09ddc5e
568,Pedro Santos,pt POR,DF,Columbus Crew,34-071,1988,13.6,1073,66,329,541,296,12,935,17,25,68.0,18,1,660,3907,2305,101,46,5,9,9,637,616,96.7,18,Matches,789da0f2
569,C.J. Sapong,us USA,FW,Nashville,33-187,1988,14.8,477,13,40,246,224,60,473,10,23,43.5,15,0,262,1196,552,33,15,6,37,28,580,358,61.7,86,Matches,ef4e4c5d
570,Jefferson Savarino,ve VEN,MF,Real Salt Lake,25-233,1996,2.5,123,2,14,46,69,7,110,0,3,0.0,0,0,85,505,286,15,4,0,3,9,110,87,79.1,16,Matches,91721722
571,Rodrigo Schlegel,ar ARG,DF,Orlando City,25-090,1997,10.8,637,112,402,243,16,5,611,0,0,,0,0,370,1971,1123,20,4,0,2,0,393,387,98.5,1,Matches,5bb02df4
572,Tate Schmitt,us USA,DF,Real Salt Lake,25-035,1997,8.9,501,19,147,252,134,13,438,7,18,38.9,7,0,282,1478,816,34,14,1,9,3,285,260,91.2,12,Matches,fa21bbc8
573,Eddie Segura,co COL,DF,Los Angeles FC,25-150,1997,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Matches,c70e3fe0
574,Amar Sejdic,us USA,MF,Atlanta Utd,25-215,1996,5.6,381,14,96,224,92,6,370,5,8,62.5,5,0,259,1252,577,26,11,0,11,6,292,275,94.2,13,Matches,43ca2019
575,Boris Sekulić,sk SVK,DF,Chicago Fire,30-254,1991,16.1,991,57,269,498,282,28,825,9,15,60.0,10,1,540,2278,1399,69,30,2,7,10,591,541,91.5,23,Matches,adf26bd4
576,Brandon Servania,us USA,MF,FC Dallas,23-112,1999,10.9,601,18,157,333,157,11,586,12,14,85.7,13,2,430,2040,1133,41,14,3,14,13,459,414,90.2,14,Matches,4d825a2d
577,Jacob Shaffelburg,ca CAN,DF,Toronto FC,22-218,1999,6.1,444,15,128,190,155,15,383,5,18,27.8,6,1,267,1321,921,43,10,3,19,6,292,263,90.1,25,Matches,339a2561
578,Xherdan Shaqiri,ch SUI,MFFW,Chicago Fire,30-265,1991,12.1,794,1,61,363,419,34,673,9,22,40.9,11,3,554,2546,1220,57,28,7,30,32,701,571,81.5,104,Matches,6421ec64
579,Brek Shea,us USA,DF,Inter Miami,32-124,1990,1.6,90,5,34,42,18,4,82,2,2,100.0,2,0,61,144,88,5,1,0,5,1,69,65,94.2,2,Matches,adb6ae24
580,Khiry Shelton,us USA,FW,Sporting KC,29-006,1993,11.2,334,7,16,159,185,32,305,8,16,50.0,10,0,204,747,348,16,14,1,36,28,439,231,52.6,54,Matches,f935709c
581,Andre Shinyashiki,br BRA,FWMF,Colorado Rapids,27-021,1995,2.4,126,4,17,68,50,8,122,5,9,55.6,5,1,85,336,164,11,3,4,10,6,127,94,74.0,14,Matches,8c395868
582,Andre Shinyashiki,br BRA,MFFW,Charlotte FC,27-021,1995,5.6,263,1,29,112,137,32,258,7,19,36.8,8,1,203,1018,553,30,9,6,16,10,254,192,75.6,38,Matches,8c395868
583,Bobby Shuttleworth,us USA,GK,Atlanta Utd,35-050,1987,6.2,200,186,199,2,0,0,154,0,0,,0,0,117,330,187,0,0,0,0,0,116,115,99.1,0,Matches,4598ac94
584,Marcelo Silva,uy URU,DF,Real Salt Lake,33-103,1989,15.8,723,91,390,333,36,23,696,0,0,,0,0,402,1824,615,10,1,0,0,2,422,410,97.2,2,Matches,b9596515
585,Jack Skahan,us USA,MFDF,San Jose,24-145,1998,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Matches,9c07bdc7
586,Drew Skundrich,us USA,MF,D.C. United,26-288,1995,4.9,255,4,55,155,60,3,250,2,4,50.0,2,0,162,638,301,9,4,0,5,3,169,151,89.3,17,Matches,51f50135
587,Gabriel Slonina,us USA,GK,Chicago Fire,18-048,2004,17.0,506,447,503,3,0,0,328,0,0,,0,0,212,984,504,0,0,0,1,0,178,178,100.0,0,Matches,c55a846e
588,Brad Smith,au AUS,DF,D.C. United,28-084,1994,12.1,702,32,180,313,254,25,579,7,21,33.3,8,1,398,2375,1446,63,20,3,14,12,449,381,84.9,41,Matches,c76c717c
589,Kimarni Smith,eng ENG,DF,D.C. United,24-110,1998,0.4,36,1,9,21,12,0,29,0,1,0.0,0,0,21,121,86,4,2,0,2,1,26,22,84.6,0,Matches,bbbb244b
590,Kyle Smith,us USA,DF,Orlando City,30-174,1992,6.2,401,60,195,158,74,9,374,5,7,71.4,6,0,228,1139,612,16,5,0,1,2,241,234,97.1,5,Matches,9e6b2ec3
591,Jan Sobociński,pl POL,DF,Charlotte FC,23-104,1999,0.1,3,3,3,0,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Matches,5358009d
592,Santiago Sosa,ar ARG,MF,Atlanta Utd,23-060,1999,3.6,274,8,64,181,43,2,270,1,1,100.0,1,0,191,677,347,12,1,0,3,2,213,209,98.1,2,Matches,f080dd22
593,Ryan Spaulding,us USA,DF,New England,23-295,1998,2.1,151,11,50,64,48,4,133,2,2,100.0,2,0,85,394,232,10,6,2,3,1,81,78,96.3,10,Matches,9fda5cd3
594,Steven Sserwadda,ug UGA,MF,NY Red Bulls,19-308,2002,0.1,8,0,0,6,2,0,8,0,0,,0,0,2,10,7,1,0,0,0,0,3,2,66.7,1,Matches,bddc8df4
595,Dayne St. Clair,ca CAN,GK,Minnesota Utd,25-054,1997,15.0,502,450,500,2,0,0,338,0,0,,0,0,209,1032,530,0,0,0,0,0,173,170,98.3,0,Matches,3f41d25f
596,Mason Stajduhar,us USA,GK,Orlando City,24-212,1997,1.0,30,27,29,1,0,0,20,0,0,,0,0,9,55,37,0,0,0,0,0,7,7,100.0,0,Matches,f01df62c
597,Daniel Steres,us USA,DF,Houston Dynamo,31-233,1990,6.5,532,99,372,169,14,5,524,1,1,100.0,1,0,384,1681,824,10,2,0,0,0,415,411,99.0,2,Matches,17c03c76
598,Jared Stroud,us USA,MF,Austin FC,25-357,1996,0.3,6,0,1,3,2,0,6,0,1,0.0,0,0,2,12,0,0,0,0,0,0,5,4,80.0,0,Matches,5d018899
599,Brad Stuver,us USA,GK,Austin FC,31-077,1991,14.1,639,548,629,10,0,0,472,1,1,100.0,1,0,317,1332,758,0,0,0,1,1,303,303,100.0,0,Matches,6a1940d5
600,Quinn Sullivan,us USA,MFFW,Philadelphia,18-097,2004,1.8,79,3,11,37,35,4,78,0,0,,0,0,44,248,118,8,1,1,5,2,69,51,73.9,11,Matches,92f62cfe
601,Ben Sweat,us USA,DF,Sporting KC,30-301,1991,6.4,433,21,166,185,111,4,348,5,13,38.5,6,1,246,1053,523,22,7,0,5,9,282,258,91.5,11,Matches,6937b1ac
602,Karol Świderski,pl POL,FW,Charlotte FC,25-160,1997,13.1,432,4,27,189,239,54,405,16,29,55.2,17,1,295,1624,590,29,8,10,28,23,503,320,63.6,76,Matches,41723204
603,Ismael Tajouri-Shradi,ly LBY,FWMF,Los Angeles FC,28-096,1994,1.8,96,0,6,46,55,10,94,6,11,54.5,6,0,86,411,211,13,4,1,2,5,96,79,82.3,14,Matches,ef4249ff
604,Andrew Tarbell,us USA,GK,Austin FC,28-268,1993,2.9,140,114,139,1,0,0,113,0,0,,0,0,67,247,98,0,0,0,0,0,75,75,100.0,0,Matches,c5487a34
605,D.J. Taylor,us USA,DF,Minnesota Utd,24-310,1997,8.6,488,43,189,195,130,8,427,2,4,50.0,2,0,268,1113,629,19,13,5,4,5,274,267,97.4,11,Matches,ed4dc7f4
606,Robert Taylor,fi FIN,MFFW,Inter Miami,27-254,1994,11.2,486,5,87,232,217,31,472,18,38,47.4,22,7,366,2092,1278,52,19,8,26,12,451,363,80.5,50,Matches,1fc0973f
607,Russell Teibert,ca CAN,MF,Vancouver,29-192,1992,11.4,509,31,150,259,116,6,487,2,9,22.2,2,0,295,974,322,13,6,0,5,8,337,308,91.4,16,Matches,674befe9
608,Carlos Terán,co COL,DF,Chicago Fire,21-281,2000,5.0,251,30,128,98,32,9,225,1,1,100.0,1,0,120,797,259,4,0,0,2,1,118,115,97.5,0,Matches,324509e2
609,Dylan Teves,us USA,FW,Seattle,22-049,2000,0.2,6,1,2,3,1,1,6,0,0,,0,0,3,47,21,0,0,0,0,0,5,1,20.0,0,Matches,f68ed3ba
610,Thiago,br BRA,FW,NYCFC,21-244,2000,7.4,345,6,58,142,167,43,342,17,29,58.6,18,1,275,1430,804,40,8,11,22,23,324,236,72.8,57,Matches,6adb0b79
611,Kosi Thompson,ca CAN,DFMF,Toronto FC,19-156,2003,11.4,671,53,209,302,205,23,585,14,27,51.9,17,1,403,2007,1095,50,18,10,14,19,433,389,89.8,36,Matches,517bef8b
612,Tommy Thompson,us USA,DF,San Jose,26-321,1995,3.7,275,13,78,121,94,11,234,1,3,33.3,1,0,169,802,363,19,3,1,8,4,179,165,92.2,13,Matches,5f6c69d8
613,Anton Tinnerholm,se SWE,DF,NYCFC,31-126,1991,0.5,38,0,10,18,15,2,35,0,0,,0,0,29,166,100,3,1,0,1,0,30,29,96.7,2,Matches,0fe96099
614,John Tolkin,us USA,DF,NY Red Bulls,19-336,2002,15.7,873,32,245,413,268,26,726,7,16,43.8,7,2,401,2161,1111,55,17,6,10,7,453,382,84.3,37,Matches,5e88c524
615,Nouhou Tolo,cm CMR,DF,Seattle,25-009,1997,12.4,737,72,313,324,149,7,665,5,8,62.5,5,0,465,2377,1279,33,13,1,14,8,470,435,92.6,15,Matches,0796512f
616,Facundo Torres,uy URU,FW,Orlando City,22-080,2000,14.1,809,13,106,368,404,37,786,15,36,41.7,20,3,629,3361,1665,88,40,2,30,23,748,615,82.2,119,Matches,4de3b2c0
617,Jairo Torres,mx MEX,FWMF,Chicago Fire,21-362,2000,1.8,73,0,1,31,46,12,72,3,9,33.3,3,0,57,358,239,16,3,2,2,2,74,57,77.0,7,Matches,7ed56490
618,Joaquín Torres,ar ARG,MFFW,CF Montréal,25-155,1997,9.2,392,5,42,177,210,25,362,16,40,40.0,20,5,306,2033,1174,48,20,10,23,21,378,294,77.8,50,Matches,c82dcb70
619,Dantouma Toure,gn GUI,FW,Colorado Rapids,18-020,2004,0.0,2,0,0,0,2,0,2,0,1,0.0,0,0,2,4,4,0,0,0,0,0,3,1,33.3,0,Matches,b5d2014f
620,Mason Toye,us USA,FWMF,CF Montréal,23-259,1998,0.8,30,0,1,12,18,5,29,0,0,,0,0,24,66,25,2,0,1,2,0,33,27,81.8,5,Matches,0aa41f67
621,Wil Trapp,us USA,MF,Minnesota Utd,29-168,1993,13.0,760,41,249,437,118,0,743,4,7,57.1,4,1,459,1930,937,27,9,0,7,9,514,480,93.4,18,Matches,9bf9391c
622,Daniel Trejo,us USA,FW,Los Angeles FC,24-064,1998,0.2,6,0,0,2,5,2,6,0,0,,0,0,5,43,31,2,0,0,0,0,7,6,85.7,0,Matches,1312c534
623,Auston Trusty,us USA,DF,Colorado Rapids,23-324,1998,15.0,861,71,386,422,104,22,836,4,5,80.0,4,0,533,2889,1489,56,15,4,9,2,595,577,97.0,10,Matches,cddf767b
624,Niko Tsakiris,us USA,MF,San Jose,17-013,2005,0.5,26,0,3,15,9,5,25,0,1,0.0,0,0,19,97,38,3,0,1,2,0,22,20,90.9,2,Matches,cb501677
625,Bill Tuiloma,nz NZL,DF,Portland Timbers,27-097,1995,14.2,883,175,552,303,75,22,860,2,4,50.0,2,0,504,2928,1471,30,5,0,8,7,586,573,97.8,11,Matches,bf547c54
626,Matt Turner,us USA,GK,New England,28-008,1994,5.0,172,154,172,0,0,0,138,0,0,,0,0,104,356,183,0,0,0,0,0,98,98,100.0,0,Matches,4a51ba65
627,Ema Twumasi,gh GHA,DF,FC Dallas,25-045,1997,10.7,645,45,259,302,130,12,543,7,10,70.0,7,1,425,2452,1353,40,13,2,9,13,404,380,94.1,28,Matches,9ca4b140
628,Marinos Tzionis,cy CYP,FWMF,Sporting KC,20-351,2001,5.3,289,2,25,119,173,25,279,14,32,43.8,16,0,240,1218,619,37,13,8,22,7,245,218,89.0,36,Matches,b004076a
629,Mikael Uhre,dk DEN,FW,Philadelphia,27-275,1994,6.3,174,10,16,73,97,34,173,5,8,62.5,5,0,99,700,439,21,7,10,15,6,238,126,52.9,40,Matches,be84c466
630,Þorleifur Úlfarsson,is ISL,FWMF,Houston Dynamo,21-187,2000,6.3,193,17,42,71,87,40,188,2,7,28.6,2,0,102,402,186,8,1,3,11,6,199,122,61.3,36,Matches,7e1046fa
631,Victor Ulloa,us USA,MFDF,Inter Miami,30-120,1992,2.2,149,6,49,79,33,5,141,0,0,,0,0,105,515,295,4,1,0,3,2,121,111,91.7,8,Matches,e7056f05
632,Maximiliano Urruti,ar ARG,FW,Austin FC,31-130,1991,12.9,317,3,40,146,155,50,303,8,9,88.9,8,0,219,1216,616,33,13,8,22,15,306,194,63.4,58,Matches,6c8fb474
633,Júnior Urso,br BRA,MFFW,Orlando City,33-114,1989,13.9,747,16,136,399,249,34,740,13,24,54.2,13,0,549,2398,1163,56,16,4,18,23,622,548,88.1,56,Matches,b40424f1
634,Jhojan Valencia,co COL,MF,Austin FC,25-340,1996,3.0,198,9,65,121,20,1,193,5,6,83.3,5,0,134,470,210,6,1,0,2,2,130,127,97.7,0,Matches,3fbe573e
635,Zarek Valentin,pr PUR,DF,Houston Dynamo,30-330,1991,1.4,105,2,35,47,29,2,89,0,0,,0,0,62,228,140,7,4,0,2,1,65,61,93.8,2,Matches,f0d23e7b
636,Gustavo Vallecilla,ec ECU,DF,Colorado Rapids,23-035,1999,1.4,69,17,46,22,4,2,68,0,0,,0,0,41,222,100,2,0,0,3,0,48,46,95.8,0,Matches,2ce88662
637,José Van Rankin,mx MEX,DF,Portland Timbers,29-049,1993,13.8,824,65,311,350,209,10,743,7,13,53.8,7,2,507,2490,1438,42,13,1,11,4,541,500,92.4,29,Matches,09ce2ebe
638,Kerwin Vargas,co COL,MFFW,Charlotte FC,20-181,2002,0.7,45,1,3,19,26,6,45,1,1,100.0,1,0,36,136,88,6,1,1,2,1,52,37,71.2,7,Matches,758de7b4
639,Obed Vargas,us USA,MF,Seattle,16-331,2005,9.5,500,14,117,300,120,7,492,6,10,60.0,6,1,346,1954,1062,45,11,3,6,4,382,352,92.1,11,Matches,9cc1fde4
640,Indiana Vassilev,us USA,FWMF,Inter Miami,21-136,2001,3.8,161,4,20,77,81,20,158,7,13,53.8,8,1,139,1066,548,28,9,7,9,5,172,130,75.6,26,Matches,04e195ee
641,Brandon Vazquez,us USA,FW,FC Cincinnati,23-261,1998,14.8,532,15,35,242,282,78,516,12,26,46.2,13,4,325,1585,744,39,17,14,55,22,660,409,62.0,118,Matches,c570cf22
642,Víctor Vázquez,es ESP,MFFW,LA Galaxy,35-163,1987,5.9,480,7,54,228,236,15,438,5,10,50.0,6,0,345,1743,939,55,22,4,5,5,404,369,91.3,31,Matches,6c564d36
643,Carlos Vela,mx MEX,FWMF,Los Angeles FC,33-123,1989,13.8,778,11,56,302,468,66,667,14,26,53.8,14,1,563,3045,1616,91,23,19,29,29,735,561,76.3,126,Matches,e0cd04e0
644,Alan Velasco,ar ARG,FW,FC Dallas,19-340,2002,9.6,465,3,54,235,237,38,432,17,48,35.4,19,7,366,2308,1551,81,30,10,31,28,408,335,82.1,51,Matches,16349210
645,Matías Vera,ar ARG,MF,Houston Dynamo,26-249,1995,12.6,706,30,260,395,103,4,691,9,14,64.3,10,1,517,2273,1236,37,12,2,10,10,554,529,95.5,8,Matches,fe529f25
646,Ranko Veselinović,rs SRB,DF,Vancouver,23-100,1999,15.9,689,157,480,216,18,10,672,1,2,50.0,1,0,378,1708,544,3,0,0,2,1,400,393,98.3,0,Matches,366609b6
647,Pedro Vite,ec ECU,MF,Vancouver,20-115,2002,3.5,209,1,36,116,70,8,204,8,15,53.3,10,0,157,638,332,12,6,0,12,4,180,156,86.7,17,Matches,9c146b36
648,Robert Voloder,ba BIH,DF,Sporting KC,21-054,2001,5.4,365,44,207,194,10,3,356,3,3,100.0,3,0,259,2073,1340,27,3,0,1,0,266,261,98.1,0,Matches,33d9d789
649,Nikola Vujnović,me MNE,FW,Sporting KC,25-172,1997,3.7,129,3,8,67,59,8,122,3,3,100.0,3,0,68,235,91,7,2,2,12,9,141,92,65.2,40,Matches,128d62ba
650,Kai Wagner,de GER,DF,Philadelphia,25-137,1997,17.0,1044,64,350,454,306,12,799,6,11,54.5,6,5,504,2561,1357,39,20,1,7,3,505,473,93.7,19,Matches,fdc715d9
651,Anton Walkes,eng ENG,DF,Charlotte FC,25-144,1997,4.6,366,68,239,128,18,4,349,1,1,100.0,1,0,239,1043,410,4,2,0,2,1,259,259,100.0,3,Matches,8a062bba
652,Rémi Walter,fr FRA,MF,Sporting KC,27-067,1995,17.2,920,20,175,558,240,13,856,6,7,85.7,6,0,580,2694,1134,50,11,0,8,12,572,530,92.7,17,Matches,0984c5d5
653,Victor Wanyama,ke KEN,MF,CF Montréal,31-007,1991,15.4,943,38,236,621,141,19,920,21,30,70.0,22,2,669,2963,1281,51,15,1,15,23,674,628,93.2,16,Matches,e0900238
654,Collen Warner,us USA,MF,Colorado Rapids,34-008,1988,2.6,120,8,40,75,13,4,117,1,1,100.0,1,0,65,329,161,5,1,1,1,3,85,75,88.2,5,Matches,75babbce
655,Taylor Washington,us USA,DFMF,Nashville,28-320,1993,4.5,215,10,71,90,77,5,200,2,3,66.7,2,1,120,946,615,30,13,2,0,1,142,133,93.7,8,Matches,480d3bcc
656,Joel Waterman,ca CAN,DF,CF Montréal,26-159,1996,14.8,1011,111,491,514,72,11,976,6,7,85.7,6,0,696,3528,1675,41,12,0,5,4,724,713,98.5,3,Matches,47ddcc22
657,Quentin Westberg,us USA,GK,Toronto FC,36-068,1986,3.0,138,121,138,0,0,0,88,0,0,,0,0,58,264,158,0,0,0,0,0,52,52,100.0,0,Matches,5480ae05
658,Brian White,us USA,FW,Vancouver,26-149,1996,7.9,217,3,10,102,113,39,216,0,3,0.0,1,1,117,458,202,12,5,3,13,12,254,165,65.0,54,Matches,54c948de
659,Caleb Wiley,us USA,DFFW,Atlanta Utd,17-192,2004,5.2,314,6,91,130,115,30,295,8,16,50.0,11,1,207,1143,729,32,7,11,10,8,233,201,86.3,23,Matches,64796fe0
660,Derrick Williams,ie IRL,DF,LA Galaxy,29-166,1993,11.1,769,129,440,320,69,13,728,2,2,100.0,2,0,475,3196,1998,58,19,1,2,2,511,499,97.7,4,Matches,c0a28fbd
661,Josh Williams,us USA,DF,Columbus Crew,34-075,1988,6.6,355,88,238,126,9,5,345,1,3,33.3,2,0,224,1188,466,9,1,0,1,0,231,229,99.1,0,Matches,06098bfc
662,Thomas Williams,us USA,DF,Orlando City,17-321,2004,2.0,111,11,63,50,3,0,99,0,0,,0,0,68,368,144,1,1,0,0,2,72,71,98.6,0,Matches,d46d1cdd
663,Eryk Williamson,us USA,MFFW,Portland Timbers,25-021,1997,5.6,279,18,67,130,105,12,260,9,16,56.3,11,1,185,1038,561,17,9,1,11,5,189,173,91.5,21,Matches,e0364352
